Date,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLC,XLY,XLP,XLU,SPY,SHY,^TNX,CL=F,HY_SPREAD
2010-01-04,35.35769271850586,9.049458503723145,24.296613693237305,21.140419006347656,24.379663467407227,10.800106124600628,18.83354949951172,24.41491022325108,24.759164810180664,17.607053756713867,18.15189552307129,85.51563262939453,67.62577819824219,3.8410000801086426,81.51000213623047,6.34
2010-01-05,35.646278381347656,9.215790748596191,24.058326721191406,21.21506690979004,24.458492279052734,10.826037513565247,18.80925941467285,24.57987486762764,24.849946975708008,17.6136531829834,17.935794830322266,85.74202728271484,67.70714569091797,3.755000114440918,81.7699966430664,6.3
2010-01-06,36.073143005371094,9.234272956848145,24.30430030822754,21.259859085083008,24.8741397857666,10.821324432991394,18.598833084106445,24.19072526928851,24.882949829101562,17.600452423095703,18.040918350219727,85.80235290527344,67.7153549194336,3.808000087738037,83.18000030517578,6.17
2010-01-07,36.0190315246582,9.431401252746582,24.388851165771484,21.49127197265625,24.680654525756836,10.917984524144801,18.525997161865234,24.101891456733224,25.08928871154785,17.600452423095703,17.959148406982422,86.16456604003906,67.6990737915039,3.822000026702881,82.66000366210938,6.03
2010-01-08,36.253509521484375,9.375958442687988,24.42728614807129,21.834653854370117,25.024614334106445,10.8448973925074,18.647403717041016,23.991915027148853,25.081031799316406,17.541030883789062,17.94163703918457,86.45130157470703,67.76414489746094,3.808000087738037,82.75,6.02
2010-01-11,36.20539855957031,9.38211727142334,24.56563377380371,22.073528289794922,24.888463973999023,10.896764704424685,18.574556350708008,24.013071036882984,25.031513214111328,17.58724594116211,18.128522872924805,86.57201385498047,67.79673767089844,3.818000078201294,82.5199966430664,5.99
2010-01-12,35.68233871459961,9.246590614318848,24.388851165771484,21.89436912536621,24.415498733520508,10.712873705924276,18.37221336364746,23.71274632262911,24.709640502929688,17.686275482177734,18.052597045898438,85.76466369628906,67.85372161865234,3.7190001010894775,80.79000091552734,6.07
2010-01-13,35.81460952758789,9.351316452026367,24.71168327331543,21.98395538330078,24.702146530151367,10.913272954900297,18.550270080566406,23.822724984330986,24.990243911743164,17.81170654296875,18.25116729736328,86.48905944824219,67.79673767089844,3.7829999923706055,79.6500015258789,6.03
2010-01-14,35.91681671142578,9.394441604614258,24.934581756591797,21.98395538330078,24.40116310119629,10.875549418692616,18.598833084106445,23.623919206426347,24.990243911743164,17.75889015197754,18.169404983520508,86.72294616699219,67.86186981201172,3.7339999675750732,79.38999938964844,6.04
2010-01-15,35.628231048583984,9.203469276428223,24.76548194885254,21.700288772583008,24.222009658813477,10.776530142425923,18.339841842651367,23.327828819083805,24.742660522460938,17.673070907592773,18.052597045898438,85.74951934814453,67.91886901855469,3.6760001182556152,78.0,6.1
2010-01-19,35.95288848876953,9.320512771606445,25.36502456665039,21.939165115356445,24.608989715576172,10.991075434105571,18.655485153198242,23.560462337811487,25.072776794433594,17.778697967529297,18.262853622436523,86.82105255126953,67.93513488769531,3.7070000171661377,79.0199966430664,6.11
2010-01-20,35.39375305175781,9.295872688293457,25.14980125427246,21.60324478149414,24.171846389770508,10.877908603805903,18.35602569580078,23.20516280147047,24.734405517578125,17.64666175842285,18.070117950439453,85.93816375732422,67.93513488769531,3.6589999198913574,77.62000274658203,6.16
2010-01-21,34.67228698730469,9.03098201751709,24.604068756103516,21.103099822998047,23.125566482543945,10.569062406086136,18.16179084777832,22.917529907363065,24.420785903930664,17.395790100097656,17.807296752929688,84.28571319580078,67.99215698242188,3.6110000610351562,76.08000183105469,6.24
2010-01-22,33.84861755371094,8.735285758972168,24.335044860839844,20.782108306884766,22.666927337646484,10.326233341310651,17.530500411987305,22.536840034376574,23.950361251831055,17.356182098388672,17.41600227355957,82.40681457519531,68.04911041259766,3.5980000495910645,74.54000091552734,6.36
2010-01-25,34.071075439453125,8.784567832946777,24.335044860839844,20.916475296020508,22.867578506469727,10.401678902396663,17.676177978515625,22.74409884128134,24.07415771484375,17.389190673828125,17.532812118530273,82.829345703125,67.99215698242188,3.630000114440918,75.26000213623047,6.42
2010-01-26,33.85464096069336,8.630561828613281,24.196691513061523,20.826904296875,22.54509925842285,10.312088054271698,17.627614974975586,22.43108900323351,24.107173919677734,17.369382858276367,17.602890014648438,82.48228454589844,68.00019073486328,3.630000114440918,74.70999908447266,6.44
2010-01-27,33.72237014770508,8.84001350402832,24.365785598754883,20.886613845825195,22.351612091064453,10.40638744898247,17.773303985595703,22.473385397879223,24.148447036743164,17.408994674682617,17.486085891723633,82.87462615966797,67.97589111328125,3.6440000534057617,73.66999816894531,6.41
2010-01-28,33.367645263671875,8.796889305114746,24.212066650390625,20.647737503051758,21.950298309326172,10.3073704397098,17.263410568237305,22.198448788153307,24.00813102722168,17.362791061401367,17.351755142211914,81.92390441894531,68.00841522216797,3.6579999923706055,73.63999938964844,6.41
2010-01-29,32.76642990112305,8.735285758972168,24.042966842651367,20.438732147216797,21.599145889282227,10.23900470095767,16.963947296142578,22.05040136236453,23.859577178955078,17.296764373779297,17.24662971496582,81.0334701538086,68.07360076904297,3.6089999675750732,72.88999938964844,6.46
2010-02-01,33.84861755371094,8.883137702941895,24.181316375732422,20.744792938232422,22.459102630615234,10.425254884571366,17.15819549560547,22.244975045475343,24.164945602416992,17.428796768188477,17.35759162902832,82.29362487792969,68.04423522949219,3.6540000438690186,74.43000030517578,6.54
2010-02-02,34.293521881103516,8.969377517700195,24.680931091308594,21.140419006347656,22.530763626098633,10.597359025481435,17.32816505432129,22.47761079632053,24.503320693969727,17.679670333862305,17.497764587402344,83.2896499633789,68.0523452758789,3.634999990463257,77.2300033569336,6.54
2010-02-03,33.99893569946289,8.870816230773926,24.35041618347168,21.01352310180664,22.272777557373047,10.474759233051993,17.368627548217773,22.304190890826344,24.519819259643555,17.55423355102539,17.375118255615234,82.87462615966797,68.00341796875,3.703000068664551,76.9800033569336,6.46
2010-02-04,32.604095458984375,8.48887825012207,23.735506057739258,20.39393424987793,21.441499710083008,10.083396719888423,16.88302230834961,21.618946440909657,23.810054779052734,17.197742462158203,16.919572830200195,80.3166275024414,68.10124206542969,3.609999895095825,73.13999938964844,6.59
